belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,name_director,release_year,return
,0,"Crime, Drama, Thriller",10498,en,"Hardened criminal Maggie Hayward's consistent violence, even in police custody, ends in the execution chamber. However, top-secret US government agent 'Bob' arranges a staged death, so Maggie can be elaborately trained as a phantom killer and subdued into obedience. She gets a new cover identity as saleswoman Claudia Anne Doran. She also gets a wonderful house-mate, building super J.P., a broad-minded, gentle photographer. The two fall in love, and that complicates hit jobs. His good influence extends to breeding in her a conscience that places love over business, unlike Bob's agency.",11.113039,"Warner Bros., Art Linson Productions",United States of America,1993-03-19,0.0,108.0,"English, Français",Released,"The Government gave her a choice. Death. Or life as an assassin. Now, there's no turning back",Point of No Return,6.0,134.0,"Bridget Fonda, Gabriel Byrne, Dermot Mulroney",John Badham,1993,0.0
,0,"Comedy, Drama, Romance",4507,es,"Jose Luis is an executive at his parents underwear factory where his girlfriend Sylvia works on the shop floor. When Sylvia becomes pregnant, Jose Luis promises her that he will marry her, most likely against the wishes of his parents. Jose Luis' mother is determined to break her son's engagement to a girl from a lower-class family, and hires Raul, a potential underwear model and would-be bullfighter to seduce Sylvia.",4.117851,"Lolafilms, Sogepaq, Ovídeo TV S.A.",Spain,1992-09-03,0.0,95.0,Español,Released,A film where women eat men and men eat ham,Jamon Jamon,6.2,60.0,"Javier Bardem, Penélope Cruz, Jordi Mollà",Bigas Luna,1992,0.0
,0,"Comedy, Drama, Romance",41779,en,"At her husband's funeral, Pearl (Shirley Maclean), Jewish mother of two divorced and antagonistic daughters, meets an old Italian friend (Marcello Mastroianni) of her husband, whose advice years previously had stopped the husband leaving home. For 23 years he, now a widower, has secretly loved Pearl...",1.345197,"20th Century Fox, Largo Entertainment, JVC Entertainment Networks","Japan, United States of America",1992-12-16,0.0,115.0,English,Released,,Used People,6.0,5.0,"Shirley MacLaine, Marcello Mastroianni, Bob Dishy",Beeban Kidron,1992,0.0
,27000000,Drama,47821,en,"In this drama, a wealthy American doctor learns some important lessons about life in one of the poorest cities on Earth. Max Lowe (Patrick Swayze) is a Houston surgeon who has grown weary of the bureaucracy of American medicine. When he loses a patient on the operating table, Max impulsively decides to leave America and travel to India in the hope of ""finding himself."" Not long after he arrives in Calcutta, Max is attacked by a group of thugs and left without money or a passport.",1.408176,"TriStar Pictures, Allied Filmmakers, Pricel, Lightmotive","France, United Kingdom",1992-04-15,14683921.0,132.0,English,Released,He was a man who couldn't care less... until he met a man who couldn't care more.,City of Joy,6.3,30.0,"Patrick Swayze, Om Puri, Pauline Collins",Roland Joffé,1992,0.5438489259259259
,12000000,Drama,26142,en,"Jack McKee is a doctor with it all: he's successful, he's rich, and he has no problems.... until he is diagnosed with throat cancer. Now that he has seen medicine, hospitals, and doctors from a patient's perspective, he realises that there is more to being a doctor than surgery and prescriptions.",8.337242,Touchstone Pictures,United States of America,1991-07-24,38120905.0,122.0,English,Released,An Uplifting Story About Finding New Meaning In Life.,The Doctor,6.6,24.0,"William Hurt, Christine Lahti, Elizabeth Perkins",Randa Haines,1991,3.1767420833333335
,0,"Action, Comedy, Family",65137,en,"Deadbeat dad kidnaps his kids from the bus to an abusive foster home and they go on a run. The cops are after them, they bicker constantly and his idea of a way out is grim, yet this dangerous ride might just turn them into a family.",2.011108,Hollywood Pictures,United States of America,1993-08-27,3418141.0,95.0,English,Released,He's America's Most Wanted...Dad!,Father Hood,5.5,20.0,"Patrick Swayze, Halle Berry, Sabrina Lloyd",Darrell James Roodt,1993,0.0
Police Academy Collection,0,"Comedy, Crime",11546,en,"The Russians need help in dealing with the Mafia and so they seek help with the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",6.168241,Warner Bros.,United States of America,1994-06-09,126247.0,83.0,English,Released,"Just when we thought the Cold War was over, leave it to these guys to heat it up again.",Police Academy: Mission to Moscow,4.1,178.0,"George Gaynes, G. W. Bailey, Leslie Easterbrook",Alan Metter,1994,0.0
,0,"Drama, Romance",41774,en,"A young woman, Tara Maguire (Robin Wright) scandalizes her provincial Irish village in the 1950s by having a baby out of a wedlock, and refusing to name the father. She has a rare beauty and every man in town desires her, especially Sergeant Hegarty (Albert Finney). The arrival of a dramatic troupe stirs things up even more, especially when she falls in love with one f the ""Playboys"", Tom Casey (Aidan Quinn).",1.044831,Samuel Goldwyn Company,"Ireland, United Kingdom, United States of America",1992-04-22,0.0,117.0,English,Released,,The Playboys,6.3,5.0,"Albert Finney, Aidan Quinn, Robin Wright",Gillies MacKinnon,1992,0.0
,0,"Mystery, Thriller",54800,en,"After a car accident, Lizzie lies dead on the roadside - slowly she is taken into the light - but is pulled back to earth when she is revived by the doctors. Lizzie feels sure that during the 184 seconds that she lay dead, something latched on to her and came back into her world. The nightmares and visions that follow only crystallize her belief that she should have died in the crash... Then the disturbances start, at first merely tappings and bad smells - but soon the activity escalates. Lizzie seems to be the focus, but according to others, she's just playing games for attention. Only when Kate, her mother, is confronted with inexplicable events does she face the possibility that they may be the victims of a poltergeist infestation",0.085069,,,1998-07-13,0.0,82.0,,Released,,Urban Ghost Story,4.0,2.0,"Jason Connery, Stephanie Buttle, Heather Ann Foster",Geneviève Jolliffe,1998,0.0
,3000000,"Comedy, Foreign",57544,es,"Nino and Bruno are two comedians who reach the heights of success with their duo act, turning them into huge TV celebrities. However, the hate between them grows as fast, and as much, as their fame",0.396431,,,1999-03-12,0.0,113.0,Español,Released,El pueblo los adoraba. Ellos se odiaban. Esta es su historia,Dying of Laughter,6.1,18.0,"Santiago Segura, El Gran Wyoming",Álex de la Iglesia,1999,0.0
,5000000,"Comedy, Science Fiction",76516,en,"Giant preying mantis living in a south American jungle decide to move into suburban USA. Disguised as humans, the mantis are planning something.. Could it be connected to dad's job in the power station perhaps ?. One day the daughter mantis forgets WHAT she really is when she's with her boyfriend.. oops. Written by s jones",0.399156,,,1991-02-01,485772.0,90.0,English,Released,A new species of comedy,Meet the Applegates,5.0,6.0,"Ed Begley Jr., Stockard Channing, Dabney Coleman",Michael Lehmann,1991,0.0971544
,0,"Drama, Comedy",10573,ru,"The unborn child of Mamlakat is telling her story. She is 17, beautiful and vivacious, and dreaming secretly of becoming an actress. She lives with her father and brother in a small village in Central Asia. One night she is seduced by an actor from a travelling troupe, who poses as a friend of Tom Cruise, and makes her pregnant. She tries to abort, but her father and brother become determined to find the seducer, setting in motion a cascade of comic adventures.",1.257822,"Pandora Filmproduktion, Les Films de L'Observatoire, Euro Space, NTV-PROFIT, Prisma Film, VISS, Tajik Filmstudio, Thomas Koerfer Film","Tajikistan, Austria, France, Germany, Japan, Russia, Switzerland, Uzbekistan",1999-09-08,0.0,103.0,,Released,,Luna Papa,6.5,6.0,"Moritz Bleibtreu, Chulpan Khamatova, Ato Mukhamedzhanov",Bakhtyar Khudojnazarov,1999,0.0
,0,"Documentary, History, War",113290,en,The story of the post World War II Jewish refugee situation from liberation to the establishment of the modern state of Israel.,0.426526,,United States of America,1997-09-19,0.0,120.0,English,Released,"For the survivors of the Holocaust, liberation was only the beginning.",The Long Way Home,0.0,0.0,"Morgan Freeman, Ed Asner, Sean Astin",Mark Jonathan Harris,1997,0.0
,0,"Comedy, Drama",31146,en,"Al Fountain, a middle-aged electrical engineer, is on the verge of a mid-life crisis, when he decides to take his time coming home from a business trip, rents a car, and heads out looking for a lake he remembers from his childhood. But his wandering takes him into the life of Kid, a free-spirited young man who helps Al escape from the routine of everyday life and find freedom to enjoy himself.",6.254986,"Lakeshore Entertainment, Largo Entertainment, JVC Entertainment Networks, Lemon Sky Productions","Japan, United States of America",1996-08-29,0.0,112.0,English,Released,Discover something incredible...,Box of Moonlight,7.1,15.0,"John Turturro, Sam Rockwell, Catherine Keener",Tom DiCillo,1996,0.0
,0,Drama,20506,ja,"White-collar worker Yamashita finds out that his wife has a lover visiting her when he's away, suddenly returns home and kills her. After eight years in prison, he returns to live in a small village, opens a barber shop (he was trained as a barber in prison) and talks almost to no-one except for the eel he ""befriended"" in prison. One day he finds the unconscious body of Keiko, who attempted suicide and reminds him of his wife. She starts to work at his shop, but he doesn't let her become close to him.",1.094509,,Japan,1997-05-12,0.0,117.0,日本語,Released,,The Eel,6.3,18.0,"Koji Yakusho, Misa Shimizu, Akira Emoto",Shôhei Imamura,1997,0.0
,0,"Action, Thriller, Crime",20676,en,"The black policeman Russell Stevens applies for a special anti-drug squad which targets the highest boss of cocaine delivery to LA: the Colombian foreign minister's nephew. Russell works his way up from the bottom undercover, until he reaches the boss. The first step is to get the lawyer and hobby dealer David Jason to trust him.",3.573392,"New Line Productions, Image Organization",United States of America,1992-04-15,0.0,107.0,English,Released,There's a thin line between catching a criminal... and becoming one.,Deep Cover,6.8,36.0,"Laurence Fishburne, Jeff Goldblum, Charles Martin Smith",Bill Duke,1992,0.0
,0,"Drama, Music",23378,en,"A collection of fairy tale characters head into the woods, and soon learn that fairy tales don't end at ""happily ever after."" This rendition of Stephen Sondheim's Tony Award-winning musical was recorded on the stage with an all-star Broadway cast.",0.708742,,,1991-03-15,0.0,153.0,English,Released,,Into the Woods,7.9,10.0,"Bernadette Peters, Chip Zien, Joanna Gleason",James Lapine,1991,0.0
,0,"Documentary, Drama",3293,en,"This film is the semi-humorous documentary about the men who made the world of technology what it is today, their struggles during college, the founding of their companies, and the ingenious actions they took to build up the global corporate empires of Apple Computer Inc. and Microsoft Corporation.",8.172132,"Turner Network Television, Haft Entertainment, St. Nick Productions",United States of America,1999-05-10,0.0,97.0,English,Released,The true story of how Bill Gates and Steve Jobs changed the world.,Pirates of Silicon Valley,6.8,178.0,"Noah Wyle, Joey Slotnick, J.G. Hertzler",Martyn Burke,1999,0.0
,0,Documentary,36947,en,A film about the noted American linguist/political dissident and his warning about corporate media's role in modern propaganda.,1.044237,,"Australia, Finland, Norway, Canada",1992-11-06,0.0,167.0,English,Released,A Primer In Intellectual Self-Defense,Manufacturing Consent: Noam Chomsky and the Media,7.6,21.0,"Noam Chomsky, Mark Achbar, Edward S. Herman",Mark Achbar,1992,0.0
,20000000,Adventure,10448,en,Inter-tribal rivalry leads to a competition to erect a huge statue (moai) in record time before Make can take part in the race to retrieve the egg of a Sooty Tern. The reward for winning this race is to rule the island for one year.,7.180346,"Tig Productions, Majestic Films International, Warner Bros., Newcomm, RCS",United States of America,1994-09-09,305070.0,107.0,English,Released,,Rapa Nui,6.2,33.0,"Jason Scott Lee, Esai Morales, Sandrine Holt",Kevin Reynolds,1994,0.0152535
,5000000,"Action, Crime, Drama, Thriller",16136,en,"Four Harlem friends -- Bishop, Q, Steel and Raheem -- dabble in petty crime, but they decide to go big by knocking off a convenience store. Bishop, the magnetic leader of the group, has the gun. But Q has different aspirations. He wants to be a DJ and happens to have a gig the night of the robbery. Unfortunately for him, Bishop isn't willing to take no for answer in a game where everything's for keeps.",5.547398,Paramount Pictures,United States of America,1992-01-17,20146880.0,96.0,English,Released,In the Ghettos of Harlem you don't buy respect... you earn it.,Juice,7.0,103.0,"Omar Epps, Tupac Amaru Shakur, Khalil Kain",Ernest R. Dickerson,1992,4.029376
